workerid,proliferate.condition,blank_location,category,internal_node_id,nameType,names,pronouns,response,rt,sentence,stimID,stimType,stimulus,success,time_elapsed,trial_index,trial_type,word_count,error
3858,Pilot,3,,0.0-6.0-0.19,weName,,,daisy,3866,No one knew Daisy loved the puppy so much.,targ_20,symm,,,258852,25,rsvp,9,
3858,Pilot,4,,0.0-6.0-0.20,filler,,,took,9906,The assistant Oscar trained forgot the list of coffee orders. ,fill_16,center_embedding,,,271881,26,rsvp,10,
3858,Pilot,4,,0.0-6.0-0.21,weName,,,carly,2462,It was revealed that Carly typed the mysterious letter.,targ_13,nonreverse,,,277314,27,rsvp,9,
3858,Pilot,3,,0.0-6.0-0.22,filler,,,tuesday,6216,"Vincent works on Tuesdays, and Summer does on Thursdays too.",fill_08,vp_ellip,,,286537,28,rsvp,10,
3858,Pilot,2,,0.0-6.0-0.23,youName,,,stacy,3433,"Earlier today, Stacy treated the tall patient at the hospital.",targ_06,reverse_bias,,,292918,29,rsvp,10,
3858,Pilot,3,,0.0-6.0-0.24,youName,,,will,1997,It was wild Will won the race yesterday.,targ_10,nonreverse,,,297439,30,rsvp,8,
3858,Pilot,4,,0.0-6.0-0.25,weName,,,dersire,2590,"To hide the gold, Desiree buried the treasure.",targ_15,nonreverse,,,302770,31,rsvp,8,
3858,Pilot,4,,0.0-6.0-0.26,filler,,,deer,3993,While Ricardo hunted the deer ran away.,fill_02,garden_path,,,309298,32,rsvp,7,
3858,Pilot,1,,0.0-6.0-0.27,filler,,,month,2927,"Last month, people argued where to build the new post office in the town.",fill_24,temporal_words,,,315786,33,rsvp,14,
3858,Pilot,2,,0.0-6.0-0.28,youName,,,mike,4454,"Feeling bad, Mike fed the tabby cat some food.",targ_05,reverse_bias,,,323419,34,rsvp,9,
3858,Pilot,1,,0.0-6.0-0.29,filler,,,greeting,4806,The greeting cards the kids made were covered in glitter.,fill_13,center_embedding,,,331286,35,rsvp,10,
3858,Pilot,3,,0.0-6.0-0.30,filler,,,two,3987,"The girl bought two stuffed animals, and the boy did too.",fill_10,vp_ellip,,,339587,36,rsvp,11,
3858,Pilot,2,,0.0-6.0-0.31,weName,,,brenda,2929,"Last week, Brenda accidentally kissed the neighbor at the party.",targ_17,symm,,,345400,37,rsvp,10,
3858,Pilot,10,,0.0-6.0-0.32,filler,,,bike,6410,"After the weekend is over, Marisa can finally ride her motorcycle.",fill_23,temporal_words,,,354879,38,rsvp,11,
3858,Pilot,1,,0.0-6.0-0.33,filler,,,rumor,4017,"The rumor about Eduardo spread quickly, and the one about Malik did too.",fill_11,vp_ellip,,,362402,39,rsvp,13,
3858,Pilot,1,,0.0-6.0-0.34,filler,,,message,4825,The message Nancy sent to her mom wasn't delivered.,fill_17,center_embedding,,,369974,40,rsvp,9,
3858,Pilot,4,,0.0-6.0-0.35,weName,,,chase,2833,It was rumored that Chase ruined the food.,targ_02,reverse_bias,,,375272,41,rsvp,8,
3858,Pilot,2,,0.0-6.0-0.36,filler,,,mother,3527,While the mother calms down the children sit on the bed.,fill_06,garden_path,,,381786,42,rsvp,11,
3858,Pilot,8,,0.0-6.0-0.37,filler,,,poetry,10694,"After next Friday, Adriana will prepare for the poetry contest.",fill_21,temporal_words,,,395446,43,rsvp,10,
3858,Pilot,3,,0.0-6.0-0.38,filler,,,lion,10194,The squirrel the coyote chased found an acorn.,fill_15,center_embedding,,,410549,44,rsvp,8,
3858,Pilot,1,,0.0-6.0-0.39,youName,,,jermaine,5294,"Reluctantly, Jermaine hugged the judge even though they were in court.",targ_18,symm,,,419208,45,rsvp,10,
3858,Pilot,3,,0.0-6.0-0.40,youName,,,louis,3494,Everyone laughed when Louis told the joke at recess.,targ_11,nonreverse,,,425644,46,rsvp,9,
3858,Pilot,5,,0.0-6.0-0.41,weName,,,casey,2643,"Even though it was dark, Casey saw the driver last night.",targ_19,symm,,,431704,47,rsvp,11,
3858,Pilot,4,,0.0-6.0-0.42,youName,,,jake,3006,It was no secret Jake despised the baker.,targ_21,symm,,,437317,48,rsvp,8,
3858,Pilot,4,,0.0-6.0-0.43,filler,,,blakc,19871,While Jorge drove the dusty car veered into a ditch.,fill_05,garden_path,,,460481,49,rsvp,10,
3858,Pilot,4,,0.0-6.0-0.44,weName,,,kendra,3051,"Coming home last night, Kendra pulled the wagon.",targ_16,nonreverse,,,466331,50,rsvp,8,
3858,Pilot,2,,0.0-6.0-0.45,youName,,,mary,2379,It was Mary who pursued the thief this morning.,targ_04,reverse_bias,,,471762,51,rsvp,9,
3858,Pilot,6,,0.0-6.0-0.46,youName,,,joe,4567,People are going to dance whenever Joe plays music.,targ_12,nonreverse,,,479065,52,rsvp,9,
3858,Pilot,5,,0.0-6.0-0.47,filler,,,elephant,4300,While Kara bathed the baby cried.,fill_01,garden_path,,,485524,53,rsvp,6,
3858,Pilot,,demoSurvey,0.0-7.0,,,,"{'age': '50', 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'thanks...good luck ', 'education': 'Graduated high school'}",24132,,,,,,509658,54,survey-html-form,,
3858,Pilot,,,0.0-8.0,,,,,,,,,,True,509671,55,fullscreen,,
3858,Pilot,,thanks,0.0-9.0,,,,0,1388,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,511059,56,html-button-response,,
3865,Pilot,,irb,0.0-0.0,,,,0,3201,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics and the University of Southern California Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the questions following the study. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,3221,0,html-button-response,,
3865,Pilot,,,0.0-1.0,,,,,1670,,,,,True,5907,1,fullscreen,,
3865,Pilot,,gameData,0.0-2.0,,"['larry', 'tim', 'matt', 'mark', 'fred', 'jack', 'marie', 'linda', 'roger', 'frank', 'barry', 'scott']","[None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,112682,2,madlibs,,
3865,Pilot,,instructions,0.0-3.0,,,,0,19540,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">Instructions</h2>
    <p>In this experiment, you will read a series of 48 sentences that appear one word at a time in the center of the screen. Each trial will begin with a black '+' in the middle. Focus on this '+' and continue watching as the words replace it. The words are presented quickly, and you will not be able to review the sentence after it has passed.</p>
    <p>After each sentence, you will be asked to fill in a missing word that best completes the sentence. Please read carefully and do your best to understand the meaning of each sentence.</p>
    <p>The experiment will take about 10-15 minutes to complete.</p>
    <p>When you are ready, press 'Begin' to start.</p>
  </div>",,132228,3,html-button-response,,
3865,Pilot,4,practice,0.0-4.0,,,,sentence,30877,This is a practice sentence to help you get used to the task.,,,,,169700,4,rsvp,,
3865,Pilot,,instructions,0.0-5.0,,,,0,3694,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">End of Practice</h2>
    <p>You have completed the practice trial. The main experiment will now begin. Remember to read each sentence carefully and fill in the missing word after each sentence.</p>
    <p>When you are ready, press 'Continue' to start the main experiment.</p>
  </div>",,173396,5,html-button-response,,
3865,Pilot,1,,0.0-6.0-0.0,filler,,,message,11088,The message Nancy sent to her mom wasn't delivered.,fill_17,center_embedding,,,189364,6,rsvp,9,
3865,Pilot,12,,0.0-6.0-0.1,filler,,,influencer,13354,"The scandal about the actor was leaked, and the one about the influencer was too.",fill_12,vp_ellip,,,208234,7,rsvp,15,
3865,Pilot,6,,0.0-6.0-0.2,filler,,,two,8714,"Next month, the players will have two weeks of dress rehearsals.",fill_20,temporal_words,,,221863,8,rsvp,11,
3865,Pilot,4,,0.0-6.0-0.3,filler,,,food,17036,While Alec orders the fish cooks in a pot.,fill_04,garden_path,,,243252,9,rsvp,9,
3865,Pilot,2,,0.0-6.0-0.4,weName,,,i,26300,"Last week, Brenda accidentally kissed the neighbor at the party.",targ_17,symm,,,274104,10,rsvp,10,
3865,Pilot,3,,0.0-6.0-0.5,youName,,,scott,8195,"Wanting good photos, Scott met the photographer in-person.",targ_24,symm,,,288562,11,rsvp,8,
3865,Pilot,3,,0.0-6.0-0.6,filler,,,coyote,8433,The squirrel the coyote chased found an acorn.,fill_15,center_embedding,,,300721,12,rsvp,8,
3865,Pilot,4,,0.0-6.0-0.7,youName,,,barry,5913,"To help with studying, Barry quizzed the student.",targ_03,reverse_bias,,,310407,13,rsvp,8,
3865,Pilot,9,,0.0-6.0-0.8,filler,,,week,8808,"Grant vacuums weekly, and Joel usually does so every month.",fill_09,vp_ellip,,,322366,14,rsvp,10,
3865,Pilot,4,,0.0-6.0-0.9,filler,,,rusty,8745,While Jorge drove the dusty car veered into a ditch.,fill_05,garden_path,,,335150,15,rsvp,10,
3865,Pilot,4,,0.0-6.0-0.10,weName,,,carly,7664,It was revealed that Carly typed the mysterious letter.,targ_13,nonreverse,,,346017,16,rsvp,9,
3865,Pilot,3,,0.0-6.0-0.11,youName,,,frank,7488,No one knew Frank loved the puppy so much.,targ_20,symm,,,356804,17,rsvp,9,
3865,Pilot,10,,0.0-6.0-0.12,filler,,,motorcycle ,11996,"After the weekend is over, Marisa can finally ride her motorcycle.",fill_23,temporal_words,,,372645,18,rsvp,11,
3865,Pilot,11,,0.0-6.0-0.13,filler,,,green,7521,The laptop the officer pulled out of the bag had a green cover.,fill_18,center_embedding,,,384167,19,rsvp,13,
3865,Pilot,4,,0.0-6.0-0.14,weName,,,spencer,7357,"To win the game, Spencer chose the player with the blue tee.",targ_23,symm,,,395208,20,rsvp,12,
3865,Pilot,3,,0.0-6.0-0.15,filler,,,two,6173,"The girl bought two stuffed animals, and the boy did too.",fill_10,vp_ellip,,,404906,21,rsvp,11,
3865,Pilot,1,,0.0-6.0-0.16,filler,,,afternoon,7562,"Tomorrow afternoon, the soccer team will visit the history museum.",fill_19,temporal_words,,,415734,22,rsvp,10,
3865,Pilot,2,,0.0-6.0-0.17,youName,,,roger,7978,Everyone knew Roger hit the red ball that broke the window.,targ_07,reverse_bias,,,427283,23,rsvp,11,
3865,Pilot,2,,0.0-6.0-0.18,youName,,,linda,8802,"Earlier today, Linda treated the tall patient at the hospital.",targ_06,reverse_bias,,,439537,24,rsvp,10,
3865,Pilot,1,,0.0-6.0-0.19,youName,,,marie,9574,"Reluctantly, Marie hugged the judge even though they were in court.",targ_18,symm,,,453172,25,rsvp,10,
3865,Pilot,1,,0.0-6.0-0.20,filler,,,rumor,7774,"The rumor about Eduardo spread quickly, and the one about Malik did too.",fill_11,vp_ellip,,,473629,26,rsvp,13,
3865,Pilot,3,,0.0-6.0-0.21,filler,,,tuesdays,8468,"Vincent works on Tuesdays, and Summer does on Thursdays too.",fill_08,vp_ellip,,,485822,27,rsvp,10,
3865,Pilot,8,,0.0-6.0-0.22,filler,,,spelling,9674,"After next Friday, Adriana will prepare for the poetry contest.",fill_21,temporal_words,,,499384,28,rsvp,10,
3865,Pilot,4,,0.0-6.0-0.23,filler,,,a,7515,The assistant Oscar trained forgot the list of coffee orders. ,fill_16,center_embedding,,,511902,29,rsvp,10,
3865,Pilot,8,,0.0-6.0-0.24,filler,,,sister,6932,"The neighbor goes out with friends, and his sister does too.",fill_07,vp_ellip,,,523074,30,rsvp,11,
3865,Pilot,5,,0.0-6.0-0.25,weName,,,migul,5794,"Yesterday afternoon, the dog bit Miguel on the leg.",targ_01,reverse_bias,,,532704,31,rsvp,9,
3865,Pilot,3,,0.0-6.0-0.26,youName,,,jack,8182,Everyone laughed when Jack told the joke at recess.,targ_11,nonreverse,,,545256,32,rsvp,9,
3865,Pilot,4,,0.0-6.0-0.27,youName,,,fred,6672,It was nice of Fred to thank the mean customer.,targ_22,symm,,,555035,33,rsvp,10,
3865,Pilot,5,,0.0-6.0-0.28,weName,,,casey,4875,"Even though it was dark, Casey saw the driver last night.",targ_19,symm,,,564475,34,rsvp,11,
3865,Pilot,1,,0.0-6.0-0.29,filler,,,rusty,5974,The rusty pipes the plumber tried to repair burst.,fill_14,center_embedding,,,573746,35,rsvp,9,
3865,Pilot,4,,0.0-6.0-0.30,weName,,,chase,4375,It was rumored that Chase ruined the food.,targ_02,reverse_bias,,,582301,36,rsvp,8,
3865,Pilot,4,,0.0-6.0-0.31,filler,,,deer,4360,While Ricardo hunted the deer ran away.,fill_02,garden_path,,,589820,37,rsvp,7,
3865,Pilot,1,,0.0-6.0-0.32,filler,,,today,4809,"Before today, Francisco had never considered running this red light.",fill_22,temporal_words,,,597963,38,rsvp,10,
3865,Pilot,4,,0.0-6.0-0.33,youName,,,mark,6087,"To hide the gold, Mark buried the treasure.",targ_15,nonreverse,,,607068,39,rsvp,8,
3865,Pilot,5,,0.0-6.0-0.34,filler,,,cried,6386,While Kara bathed the baby cried.,fill_01,garden_path,,,615878,40,rsvp,6,
3865,Pilot,2,,0.0-6.0-0.35,weName,,,cassidy,9526,"Feeling bad, Cassidy fed the tabby cat some food.",targ_05,reverse_bias,,,628091,41,rsvp,9,
3865,Pilot,1,,0.0-6.0-0.36,filler,,,greeting,7662,The greeting cards the kids made were covered in glitter.,fill_13,center_embedding,,,639042,42,rsvp,10,
3865,Pilot,4,,0.0-6.0-0.37,weName,,,brett,9478,"To meet the deadline, Brett reviewed the paper quickly.",targ_09,nonreverse,,,651665,43,rsvp,9,
3865,Pilot,6,,0.0-6.0-0.38,weName,,,aleandro,14649,People are going to dance whenever Alejandro plays music.,targ_12,nonreverse,,,669731,44,rsvp,9,
3865,Pilot,3,,0.0-6.0-0.39,weName,,,tim,14077,It was wild Shane won the race yesterday.,targ_10,nonreverse,,,686930,45,rsvp,8,
3865,Pilot,4,,0.0-6.0-0.40,youName,,,matt,5097,"Coming home last night, Matt pulled the wagon.",targ_16,nonreverse,,,695125,46,rsvp,8,
3865,Pilot,2,,0.0-6.0-0.41,filler,,,mother,6617,While the mother calms down the children sit on the bed.,fill_06,garden_path,,,707519,47,rsvp,11,
3865,Pilot,2,,0.0-6.0-0.42,weName,,,seth,5675,It was Seth who pursued the thief this morning.,targ_04,reverse_bias,,,717258,48,rsvp,9,
3865,Pilot,4,,0.0-6.0-0.43,youName,,,tim,3703,No one was surprised Tim caught the fish.,targ_08,reverse_bias,,,723979,49,rsvp,8,
3865,Pilot,2,,0.0-6.0-0.44,youName,,,larry,5605,"This morning, Larry flew the plane in an emergency.",targ_14,nonreverse,,,732485,50,rsvp,9,
3865,Pilot,9,,0.0-6.0-0.45,filler,,,table,17924,While the student read the notes blew off the desk.,fill_03,garden_path,,,753828,51,rsvp,10,
3865,Pilot,1,,0.0-6.0-0.46,filler,,,month,13329,"Last month, people argued where to build the new post office in the town.",fill_24,temporal_words,,,771767,52,rsvp,14,
3865,Pilot,4,,0.0-6.0-0.47,weName,,,angel,7945,It was no secret Angel despised the baker.,targ_21,symm,,,782719,53,rsvp,8,
3865,Pilot,,demoSurvey,0.0-7.0,,,,"{'age': '65', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'education': 'Some college'}",25056,,,,,,807778,54,survey-html-form,,
3865,Pilot,,,0.0-8.0,,,,,,,,,,True,807783,55,fullscreen,,
3865,Pilot,,thanks,0.0-9.0,,,,0,2184,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,809970,56,html-button-response,,
3862,Pilot,,irb,0.0-0.0,,,,0,2100,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics and the University of Southern California Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the questions following the study. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,2103,0,html-button-response,,
3862,Pilot,,,0.0-1.0,,,,,2587,,,,,True,5701,1,fullscreen,,
3862,Pilot,,gameData,0.0-2.0,,"['Taylor', 'Bella', 'Gabriel', 'Giana', 'Jaxx', 'Joshua', 'Bobby', 'Torri', 'Ken', 'Dan', 'Jeremiah', 'Sophia']","[None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,95922,2,madlibs,,
3862,Pilot,,instructions,0.0-3.0,,,,0,38190,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">Instructions</h2>
    <p>In this experiment, you will read a series of 48 sentences that appear one word at a time in the center of the screen. Each trial will begin with a black '+' in the middle. Focus on this '+' and continue watching as the words replace it. The words are presented quickly, and you will not be able to review the sentence after it has passed.</p>
    <p>After each sentence, you will be asked to fill in a missing word that best completes the sentence. Please read carefully and do your best to understand the meaning of each sentence.</p>
    <p>The experiment will take about 10-15 minutes to complete.</p>
    <p>When you are ready, press 'Begin' to start.</p>
  </div>",,134114,3,html-button-response,,
3862,Pilot,4,practice,0.0-4.0,,,,sentence,6951,This is a practice sentence to help you get used to the task.,,,,,148264,4,rsvp,,
3862,Pilot,,instructions,0.0-5.0,,,,0,10718,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">End of Practice</h2>
    <p>You have completed the practice trial. The main experiment will now begin. Remember to read each sentence carefully and fill in the missing word after each sentence.</p>
    <p>When you are ready, press 'Continue' to start the main experiment.</p>
  </div>",,158984,5,html-button-response,,
3862,Pilot,4,,0.0-6.0-0.0,filler,,,fish,4205,While Alec orders the fish cooks in a pot.,fill_04,garden_path,,,167877,6,rsvp,9,
3862,Pilot,9,,0.0-6.0-0.1,filler,,,desk,3542,While the student read the notes blew off the desk.,fill_03,garden_path,,,176462,7,rsvp,10,
3862,Pilot,5,,0.0-6.0-0.2,youName,,,Sophia,5301,"Yesterday afternoon, the dog bit Sophia on the leg.",targ_01,reverse_bias,,,187091,8,rsvp,9,
3862,Pilot,4,,0.0-6.0-0.3,weName,,,Spencer,3976,"To win the game, Spencer chose the player with the blue tee.",targ_23,symm,,,195349,9,rsvp,12,
3862,Pilot,2,,0.0-6.0-0.4,youName,,,Jeremiah,8868,"Last week, Jeremiah accidentally kissed the neighbor at the party.",targ_17,symm,,,208042,10,rsvp,10,
3862,Pilot,3,,0.0-6.0-0.5,filler,,,two,3459,"The girl bought two stuffed animals, and the boy did too.",fill_10,vp_ellip,,,215479,11,rsvp,11,
3862,Pilot,9,,0.0-6.0-0.6,filler,,,month,3786,"Grant vacuums weekly, and Joel usually does so every month.",fill_09,vp_ellip,,,223092,12,rsvp,10,
3862,Pilot,2,,0.0-6.0-0.7,weName,,,Bianca,10153,"This morning, Bianca flew the plane in an emergency.",targ_14,nonreverse,,,236793,13,rsvp,9,
3862,Pilot,4,,0.0-6.0-0.8,youName,,,Dan,3182,"To help with studying, Dan quizzed the student.",targ_03,reverse_bias,,,243289,14,rsvp,8,
3862,Pilot,2,,0.0-6.0-0.9,filler,,,mother,3684,While the mother calms down the children sit on the bed.,fill_06,garden_path,,,250772,15,rsvp,11,
3862,Pilot,3,,0.0-6.0-0.10,youName,,,Ken,2742,It was wild Ken won the race yesterday.,targ_10,nonreverse,,,256895,16,rsvp,8,
3862,Pilot,2,,0.0-6.0-0.11,weName,,,Cassidy,3774,"Feeling bad, Cassidy fed the tabby cat some food.",targ_05,reverse_bias,,,264162,17,rsvp,9,
3862,Pilot,3,,0.0-6.0-0.12,weName,,,Daisy,3191,No one knew Daisy loved the puppy so much.,targ_20,symm,,,270728,18,rsvp,9,
3862,Pilot,1,,0.0-6.0-0.13,filler,,,month,3356,"Last month, people argued where to build the new post office in the town.",fill_24,temporal_words,,,278229,19,rsvp,14,
3862,Pilot,5,,0.0-6.0-0.14,weName,,,Casey,3273,"Even though it was dark, Casey saw the driver last night.",targ_19,symm,,,285159,20,rsvp,11,
3862,Pilot,4,,0.0-6.0-0.15,filler,,,employees,16519,The assistant Oscar trained forgot the list of coffee orders. ,fill_16,center_embedding,,,305404,21,rsvp,10,
3862,Pilot,3,,0.0-6.0-0.16,weName,,,Jake,3103,Everyone laughed when Jake told the joke at recess.,targ_11,nonreverse,,,311820,22,rsvp,9,
3862,Pilot,1,,0.0-6.0-0.17,filler,,,message,6972,The message Nancy sent to her mom wasn't delivered.,fill_17,center_embedding,,,322154,23,rsvp,9,
3862,Pilot,3,,0.0-6.0-0.18,filler,,,Tuesdays,9374,"Vincent works on Tuesdays, and Summer does on Thursdays too.",fill_08,vp_ellip,,,335115,24,rsvp,10,
3862,Pilot,2,,0.0-6.0-0.19,youName,,,Torri,4388,It was Torri who pursued the thief this morning.,targ_04,reverse_bias,,,342920,25,rsvp,9,
3862,Pilot,1,,0.0-6.0-0.20,filler,,,rumor,3224,"The rumor about Eduardo spread quickly, and the one about Malik did too.",fill_11,vp_ellip,,,350092,26,rsvp,13,
3862,Pilot,6,,0.0-6.0-0.21,filler,,,two,3109,"Next month, the players will have two weeks of dress rehearsals.",fill_20,temporal_words,,,356909,27,rsvp,11,
3862,Pilot,10,,0.0-6.0-0.22,filler,,,motorcycle,6613,"After the weekend is over, Marisa can finally ride her motorcycle.",fill_23,temporal_words,,,367129,28,rsvp,11,
3862,Pilot,6,,0.0-6.0-0.23,youName,,,Bobby,6206,People are going to dance whenever Bobby plays music.,targ_12,nonreverse,,,376622,29,rsvp,9,
3862,Pilot,4,,0.0-6.0-0.24,weName,,,Kendra,6736,"Coming home last night, Kendra pulled the wagon.",targ_16,nonreverse,,,386586,30,rsvp,8,
3862,Pilot,4,,0.0-6.0-0.25,youName,,,Joshua,3575,"To hide the gold, Joshua buried the treasure.",targ_15,nonreverse,,,393455,31,rsvp,8,
3862,Pilot,8,,0.0-6.0-0.26,filler,,,sister,3353,"The neighbor goes out with friends, and his sister does too.",fill_07,vp_ellip,,,400267,32,rsvp,11,
3862,Pilot,3,,0.0-6.0-0.27,youName,,,Jaxx,2854,"Wanting good photos, Jaxx met the photographer in-person.",targ_24,symm,,,406100,33,rsvp,8,
3862,Pilot,4,,0.0-6.0-0.28,weName,,,Carly,3487,It was revealed that Carly typed the mysterious letter.,targ_13,nonreverse,,,412816,34,rsvp,9,
3862,Pilot,4,,0.0-6.0-0.29,weName,,,Chase,3160,It was rumored that Chase ruined the food.,targ_02,reverse_bias,,,418973,35,rsvp,8,
3862,Pilot,4,,0.0-6.0-0.30,weName,,,Angel,5110,It was no secret Angel despised the baker.,targ_21,symm,,,427073,36,rsvp,8,
3862,Pilot,1,,0.0-6.0-0.31,filler,,,afternoon,3435,"Tomorrow afternoon, the soccer team will visit the history museum.",fill_19,temporal_words,,,433939,37,rsvp,10,
3862,Pilot,4,,0.0-6.0-0.32,youName,,,Giana,3162,"To meet the deadline, Giana reviewed the paper quickly.",targ_09,nonreverse,,,440722,38,rsvp,9,
3862,Pilot,2,,0.0-6.0-0.33,youName,,,Gabriel,6858,Everyone knew Gabriel hit the red ball that broke the window.,targ_07,reverse_bias,,,451054,39,rsvp,11,
3862,Pilot,5,,0.0-6.0-0.34,filler,,,cried,3254,While Kara bathed the baby cried.,fill_01,garden_path,,,457017,40,rsvp,6,
3862,Pilot,1,,0.0-6.0-0.35,youName,,,Bella,5742,"Reluctantly, Bella hugged the judge even though they were in court.",targ_18,symm,,,466191,41,rsvp,10,
3862,Pilot,12,,0.0-6.0-0.36,filler,,,influencer,6685,"The scandal about the actor was leaked, and the one about the influencer was too.",fill_12,vp_ellip,,,477049,42,rsvp,15,
3862,Pilot,1,,0.0-6.0-0.37,filler,,,today,3517,"Before today, Francisco had never considered running this red light.",fill_22,temporal_words,,,483946,43,rsvp,10,
3862,Pilot,3,,0.0-6.0-0.38,filler,,,coyote,3747,The squirrel the coyote chased found an acorn.,fill_15,center_embedding,,,491088,44,rsvp,8,
3862,Pilot,1,,0.0-6.0-0.39,filler,,,rusty,3016,The rusty pipes the plumber tried to repair burst.,fill_14,center_embedding,,,497245,45,rsvp,9,
3862,Pilot,4,,0.0-6.0-0.40,weName,,,Dominique,5109,No one was surprised Dominique caught the fish.,targ_08,reverse_bias,,,505851,46,rsvp,8,
3862,Pilot,8,,0.0-6.0-0.41,filler,,,poetry,3448,"After next Friday, Adriana will prepare for the poetry contest.",fill_21,temporal_words,,,512371,47,rsvp,10,
3862,Pilot,2,,0.0-6.0-0.42,weName,,,Katrina,7768,"Earlier today, Karina treated the tall patient at the hospital.",targ_06,reverse_bias,,,523459,48,rsvp,10,
3862,Pilot,11,,0.0-6.0-0.43,filler,,,green,3365,The laptop the officer pulled out of the bag had a green cover.,fill_18,center_embedding,,,530359,49,rsvp,13,
3862,Pilot,1,,0.0-6.0-0.44,filler,,,greeting,4567,The greeting cards the kids made were covered in glitter.,fill_13,center_embedding,,,538425,50,rsvp,10,
3862,Pilot,4,,0.0-6.0-0.45,youName,,,Taylor,6717,It was nice of Taylor to thank the mean customer.,targ_22,symm,,,548273,51,rsvp,10,
3862,Pilot,4,,0.0-6.0-0.46,filler,,,rusty,11053,While Jorge drove the dusty car veered into a ditch.,fill_05,garden_path,,,562926,52,rsvp,10,
3862,Pilot,4,,0.0-6.0-0.47,filler,,,deer,2944,While Ricardo hunted the deer ran away.,fill_02,garden_path,,,568821,53,rsvp,7,
3862,Pilot,,demoSurvey,0.0-7.0,,,,"{'age': '48', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'No. Thank you for the opportunity.', 'education': 'Graduated college'}",37969,,,,,,606794,54,survey-html-form,,
3862,Pilot,,,0.0-8.0,,,,,,,,,,True,606807,55,fullscreen,,
3862,Pilot,,thanks,0.0-9.0,,,,0,2018,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,608827,56,html-button-response,,
